STREET,LOCALITY,RECD_DATE,COMP_DATE,EASTING,NORTHING
BRITANNIA ROAD,MORLEY,14/12/2020 00:00:00,15/12/2020 00:00:00,425941,426808
HOWDEN CLOUGH ROAD,MORLEY,14/12/2020 00:00:00,22/12/2020 00:00:00,424673.45,427429.21
BECKETT STREET,BURMANTOFTS,14/12/2020 00:00:00,16/12/2020 00:00:00,431349,433946
BECKETT STREET,BURMANTOFTS,14/12/2020 00:00:00,16/12/2020 00:00:00,431349,433946
WOODHOUSE LANE,EAST ARDSLEY,14/12/2020 00:00:00,17/12/2020 00:00:00,429863.87,424686.46
SUTHERLAND AVENUE,LIDGETT PARK,14/12/2020 00:00:00,21/1/2021 00:00:00,432214,438601
BAYTON LANE,HORSFORTH,14/12/2020 00:00:00,17/12/2020 00:00:00,422605.7,440130.5
BAYTON LANE,HORSFORTH,14/12/2020 00:00:00,7/1/2021 0:00,422561.95,440168.04
BAYTON LANE,HORSFORTH,14/12/2020 00:00:00,,422561.95,440168.04
DEWSBURY ROAD,MORLEY,14/12/2020 00:00:00,15/12/2020 00:00:00,427033,424754
GREEN LANE,METHLEY,14/12/2020 00:00:00,21/12/2020 00:00:00,440608.81,426531.83
MOORLAND AVENUE,GUISELEY,14/12/2020 00:00:00,17/12/2020 00:00:00,419382.29,442476.52
ROSSEFIELD GROVE,BRAMLEY,14/12/2020 00:00:00,15/12/2020 00:00:00,424511.71,434687.92
ROSSEFIELD GROVE,BRAMLEY,14/12/2020 00:00:00,18/12/2020 00:00:00,424495.12,434695.86
CARLTON LANE,LOFTHOUSE,14/12/2020 00:00:00,16/12/2020 00:00:00,433315.57,426259.86
FARRAR LANE,ADEL,14/12/2020 00:00:00,7/1/2021 0:00,426034,439804
HARROGATE VIEW,SHADWELL,11/12/2020 0:00,21/1/2021 00:00:00,433053.52,440151.53
SUTHERLAND ROAD,BURMANTOFTS,11/12/2020 0:00,28/1/2021 00:00:00,432442.34,434599.24
EARLSMERE DRIVE,MORLEY,11/12/2020 0:00,15/12/2020 00:00:00,425825,428252
SUTHERLAND TERRACE,BURMANTOFTS,11/12/2020 0:00,17/12/2020 00:00:00,432397.86,434651.33
WESLEY STREET,BEESTON,11/12/2020 0:00,18/12/2020 00:00:00,428599.04,430916.03
SWINNOW ROAD,SWINNOW,11/12/2020 0:00,18/12/2020 00:00:00,423705,434188.68
KING LANE,MOORTOWN,10/12/2020 0:00,16/12/2020 00:00:00,428840.16,440152.74
DEWSBURY ROAD,HUNSLET,10/12/2020 0:00,11/12/2020 0:00,428845,429802
DEWSBURY ROAD,HUNSLET,10/12/2020 0:00,21/12/2020 00:00:00,428845,429802
INNER RING ROAD,LEEDS,10/12/2020 0:00,11/12/2020 0:00,430426.75,433973.5
ANNIE STREET,MORLEY,10/12/2020 0:00,15/12/2020 00:00:00,426621,427725
SUTHERLAND ROAD,BURMANTOFTS,10/12/2020 0:00,18/1/2021 00:00:00,432424.59,434620.43
ROYSTON HILL,EAST ARDSLEY,10/12/2020 0:00,11/12/2020 0:00,430531,424800
FARRAR LANE,ADEL,10/12/2020 0:00,15/12/2020 00:00:00,426017.43,439820.55
GARTH ROAD,MOORTOWN,9/12/2020 0:00,14/12/2020 00:00:00,429860.12,438405.47
MILNERS ROAD,YEADON,9/12/2020 0:00,24/12/2020 00:00:00,419493.96,440972.59
PARK STREET,HALTON,9/12/2020 0:00,15/1/2021 00:00:00,435520.5,433872.83
BRADFORD ROAD,MENSTON,9/12/2020 0:00,15/12/2020 00:00:00,417969.48,442787.36
YORK ROAD,BURMANTOFTS,8/12/2020 0:00,15/12/2020 00:00:00,432391,433772
MOOR ALLERTON DRIVE,MOOR ALLERTON,8/12/2020 0:00,14/12/2020 00:00:00,431493.8,438703.16
BARROWBY AVENUE,AUSTHORPE,8/12/2020 0:00,17/12/2020 00:00:00,437492.18,433578.73
DEWSBURY ROAD,HUNSLET,8/12/2020 0:00,9/12/2020 0:00,428879.61,429806.53
SHERBURN APPROACH,SWARCLIFFE,8/12/2020 0:00,17/12/2020 00:00:00,436151.47,436634.38
SCOTT HALL ROAD,LEEDS,8/12/2020 0:00,21/1/2021 00:00:00,430098.94,438047.59
SANDHURST ROAD,HAREHILLS,8/12/2020 0:00,14/12/2020 00:00:00,432184.04,435405.17
NORTHBROOK STREET,CHAPEL ALLERTON,8/12/2020 0:00,16/12/2020 00:00:00,430549.06,437395.18
TONG ROAD,FARNLEY,8/12/2020 0:00,9/12/2020 0:00,423960.62,431727.28
LEEDS ROAD TO PONTEFRACT ROAD LINK,STOURTON,7/12/2020 0:00,7/12/2020 0:00,433627.61,429700.54
ST MARKS STREET,WOODHOUSE,7/12/2020 0:00,10/12/2020 0:00,429464.59,435108.52
FIELDHOUSE CLOSE,MOORTOWN,7/12/2020 0:00,16/12/2020 00:00:00,430309.95,438670.78
SISSONS LANE,MIDDLETON,7/12/2020 0:00,7/1/2021 0:00,429768.69,427612.83
JEAN AVENUE,HALTON,7/12/2020 0:00,11/12/2020 0:00,435133.66,433160.7
JEAN AVENUE,HALTON,7/12/2020 0:00,11/12/2020 0:00,435133.66,433160.7
TRENTHAM STREET,BEESTON,7/12/2020 0:00,10/12/2020 0:00,430027,431018
KING LANE,MOORTOWN,7/12/2020 0:00,9/12/2020 0:00,428359.08,440991.39
SAXON MOUNT,MOORTOWN,7/12/2020 0:00,14/12/2020 00:00:00,429624.07,439059.6
REGENT STREET,SHEEPSCAR,7/12/2020 0:00,9/12/2020 0:00,430879.1,434235.48
REGENT STREET,SHEEPSCAR,7/12/2020 0:00,9/12/2020 0:00,430870.84,434175.82
STAINBECK ROAD,MEANWOOD,7/12/2020 0:00,14/12/2020 00:00:00,428861.15,436590.32
PLEASANT COURT,WOODHOUSE,6/12/2020 0:00,7/12/2020 0:00,429239.14,435423.19
REIN MEWS,TINGLEY,6/12/2020 0:00,7/12/2020 0:00,427416.1,425829.4
LEEDS ROAD TO PONTEFRACT ROAD LINK,STOURTON,6/12/2020 0:00,7/12/2020 0:00,433667.02,429591.91
LEEDS ROAD TO PONTEFRACT ROAD LINK,STOURTON,6/12/2020 0:00,7/12/2020 0:00,433559.5,429824.67
RING ROAD BEESTON,BEESTON,6/12/2020 0:00,7/12/2020 0:00,427799.95,430687.59
PARKINSON APPROACH,GARFORTH,5/12/2020 0:00,8/12/2020 0:00,440829.62,433639.99
SAVILE DRIVE,CHAPELTOWN,5/12/2020 0:00,16/12/2020 00:00:00,430789.98,435340.5
MARSH VALE,WOODHOUSE,5/12/2020 0:00,7/12/2020 0:00,429266.81,435414.05
NEW ROAD,YEADON,5/12/2020 0:00,11/12/2020 0:00,419845.39,441159.08
POOLE CRESCENT,CROSS GATES,4/12/2020 0:00,16/12/2020 00:00:00,435755.7,434655.55
WENSLEY DRIVE,CHAPEL ALLERTON,4/12/2020 0:00,9/12/2020 0:00,430173.78,437212.24
RYCROFT DRIVE,SWINNOW,4/12/2020 0:00,10/12/2020 0:00,423603.68,434152.4
HIGH STREET,BOSTON SPA,4/12/2020 0:00,17/12/2020 00:00:00,442628.14,445823.04
AVENUE E WEST,THORP ARCH ESTATE,4/12/2020 0:00,10/12/2020 0:00,444845,445743
CHANDOS GARDENS,GLEDHOW,4/12/2020 0:00,16/12/2020 00:00:00,431645.66,437684.59
CHANDOS GARDENS,GLEDHOW,4/12/2020 0:00,16/12/2020 00:00:00,431645.66,437684.59
MILNERS ROAD,YEADON,4/12/2020 0:00,10/12/2020 0:00,419632.73,441124.35
PONTEFRACT ROAD,STOURTON,3/12/2020 0:00,4/12/2020 0:00,433273.37,429986.59
LING CROFT,BOSTON SPA,3/12/2020 0:00,8/12/2020 0:00,441828.94,445692.65
METHLEY LANE,METHLEY,3/12/2020 0:00,4/12/2020 0:00,436499.16,427733.28
MORWICK GROVE,SCHOLES,3/12/2020 0:00,8/12/2020 0:00,437653.35,436847.5
LEEDS ROAD TO PONTEFRACT ROAD LINK,STOURTON,3/12/2020 0:00,4/12/2020 0:00,433623.6,429672.88
LEEDS ROAD TO PONTEFRACT ROAD LINK,STOURTON,3/12/2020 0:00,4/12/2020 0:00,433668.25,429597.64
GREEN LANE,COOKRIDGE,3/12/2020 0:00,11/12/2020 0:00,425064.88,440523.79
MOSELEY WOOD LANE,COOKRIDGE,3/12/2020 0:00,10/12/2020 0:00,425087.09,440513.91
PARKWOOD ROAD,BEESTON,2/12/2020 0:00,7/12/2020 0:00,428701.34,429533.57
CARR LANE,THORNER,2/12/2020 0:00,,435611.13,439817.55
WIGHILL LANE,WALTON,2/12/2020 0:00,10/12/2020 0:00,445435.94,446877.48
SPRINGS LANE,WALTON,2/12/2020 0:00,16/12/2020 00:00:00,444042.38,447960.89
SPRINGS LANE,WALTON,2/12/2020 0:00,16/12/2020 00:00:00,443766.15,448984.3
SCOTLAND LANE,HORSFORTH,1/12/2020 0:00,11/12/2020 0:00,423646.11,440237.46
HENLEY CLOSE,RAWDON,1/12/2020 0:00,29/12/2020 00:00:00,421612,439267
ALBION STREET,OTLEY,1/12/2020 0:00,24/12/2020 00:00:00,420711.63,445255.6
ALBION STREET,OTLEY,30/11/2020 00:00:00,7/12/2020 0:00,420708.18,445257.22
BROADGATE LANE,HORSFORTH,30/11/2020 00:00:00,10/12/2020 0:00,424079,438270
LANGWITH DRIVE,COLLINGHAM,30/11/2020 00:00:00,17/12/2020 00:00:00,437311.88,445608.11
WINDMILL ROAD,BELLE ISLE,30/11/2020 00:00:00,10/12/2020 0:00,431129.04,429663.29
MANOR GROVE,POTTERNEWTON,30/11/2020 00:00:00,16/12/2020 00:00:00,430625.42,436558.81
MILES HILL GROVE,MILES HILL,30/11/2020 00:00:00,21/1/2021 00:00:00,429705.16,436628.1
TONG ROAD,FARNLEY,30/11/2020 00:00:00,2/12/2020 0:00,425237.46,432964.1
RING ROAD FARNLEY,FARNLEY,30/11/2020 00:00:00,5/1/2021 0:00,425480.27,432861.38
FELNEX WAY,CROSS GREEN,29/11/2020 00:00:00,1/12/2020 0:00,433129,432361
KING LANE,MOORTOWN,29/11/2020 00:00:00,9/12/2020 0:00,428346.07,441000.17
BROADGATE LANE,HORSFORTH,28/11/2020 00:00:00,2/12/2020 0:00,424085.68,438258.66
SWINNOW LANE,SWINNOW,28/11/2020 00:00:00,7/12/2020 0:00,423773.02,433785.5
POOL ROAD,OTLEY,27/11/2020 00:00:00,15/12/2020 00:00:00,424112.44,445432.4
ROYAL PARK ROAD,HYDE PARK,26/11/2020 00:00:00,8/12/2020 0:00,428600.78,434964.25
ROSGILL DRIVE,SEACROFT,26/11/2020 00:00:00,1/12/2020 0:00,435213.5,436359.06
KNOWSTHORPE WAY,CROSS GREEN,26/11/2020 00:00:00,1/12/2020 0:00,433056.49,431611.29
ROYSTON HILL,EAST ARDSLEY,25/11/2020 00:00:00,26/11/2020 00:00:00,430670,424595
BROWNBERRIE AVENUE,HORSFORTH,25/11/2020 00:00:00,30/11/2020 00:00:00,424153,439254
WENSLEY DRIVE,CHAPEL ALLERTON,25/11/2020 00:00:00,27/11/2020 00:00:00,430178.41,437192.52
CARR MANOR GROVE,MOORTOWN,25/11/2020 00:00:00,27/11/2020 00:00:00,429982.59,437906.12
QUEENSWOOD DRIVE,HEADINGLEY,25/11/2020 00:00:00,30/11/2020 00:00:00,426192,437114
PONTEFRACT ROAD,STOURTON,25/11/2020 00:00:00,26/11/2020 00:00:00,432511.79,430666.06
MALMESBURY PLACE,UPPER WORTLEY,25/11/2020 00:00:00,1/12/2020 0:00,427407.86,432748.27
BARRAS GARTH ROAD,UPPER WORTLEY,24/11/2020 00:00:00,25/11/2020 00:00:00,426796.72,432779.54
KING LANE,MOORTOWN,24/11/2020 00:00:00,27/11/2020 00:00:00,429934.54,438742.67
MIDDLETON AVENUE,BURMANTOFTS,24/11/2020 00:00:00,,431856.14,434244.37
POTTERNEWTON LANE,CHAPEL ALLERTON,24/11/2020 00:00:00,27/11/2020 00:00:00,430463.33,436611.01
POTTERNEWTON LANE,CHAPEL ALLERTON,24/11/2020 00:00:00,27/11/2020 00:00:00,430622.56,436615.91
NEPSHAW LANE SOUTH,MORLEY,24/11/2020 00:00:00,26/11/2020 00:00:00,425015.71,428170.51
RING ROAD MIDDLETON,MIDDLETON,24/11/2020 00:00:00,25/11/2020 00:00:00,430780.3,428163.25
HAREHILLS LANE,HAREHILLS,24/11/2020 00:00:00,26/11/2020 00:00:00,431637.46,436127.84
CRIMBLES COURT,PUDSEY,24/11/2020 00:00:00,25/11/2020 00:00:00,422681.2,433474.46
RING ROAD FARNLEY SERVICE ROAD,FARNLEY,24/11/2020 00:00:00,25/11/2020 00:00:00,424687.96,433477.01
MANOR HOUSE LANE,ALWOODLEY,23/11/2020 00:00:00,26/11/2020 00:00:00,431908.37,440496.86
MORWICK GROVE,SCHOLES,23/11/2020 00:00:00,16/12/2020 00:00:00,437508.47,436887.55
WELLSTONE RISE,SWINNOW,23/11/2020 00:00:00,25/11/2020 00:00:00,423769.87,433961.2
SWINNOW ROAD,SWINNOW,22/11/2020 00:00:00,24/11/2020 00:00:00,423928.08,434298.99
RAWDON ROAD,HORSFORTH,22/11/2020 00:00:00,25/11/2020 00:00:00,422431.54,438096.81
WELLINGTON ROAD,HOLBECK,22/11/2020 00:00:00,24/11/2020 00:00:00,428709.88,433201.45
HUNSLET DISTRIBUTOR ROAD,LEEDS,22/11/2020 00:00:00,23/11/2020 00:00:00,431316.51,432348.46
ASQUITH AVENUE,MORLEY,22/11/2020 00:00:00,24/11/2020 00:00:00,425581.51,428630.79
UPPERMOOR,PUDSEY,21/11/2020 00:00:00,23/11/2020 00:00:00,421562.45,433063.25
OLD ROAD,CHURWELL,21/11/2020 00:00:00,24/11/2020 00:00:00,427612.91,429941.59
CHAPEL LANE,FARNLEY,21/11/2020 00:00:00,24/11/2020 00:00:00,425063.24,432276.1
RING ROAD SEACROFT,SEACROFT,21/11/2020 00:00:00,3/12/2020 0:00,435850.79,436409.11
PARNABY ROAD,HUNSLET,20/11/2020 00:00:00,23/11/2020 00:00:00,431501,430515
PARNABY ROAD,HUNSLET,20/11/2020 00:00:00,2/12/2020 0:00,431597.3,430501.47
MIDDLETON ROAD,BELLE ISLE,20/11/2020 00:00:00,24/11/2020 00:00:00,431481.96,430422.11
HOLLY CLOSE,MIDDLETON,20/11/2020 00:00:00,24/11/2020 00:00:00,429797.84,427798.28
FALKLAND RISE,MOORTOWN,20/11/2020 00:00:00,3/12/2020 0:00,430474.32,438219.07
GLEDHOW LANE,GLEDHOW,20/11/2020 00:00:00,27/11/2020 00:00:00,431420.8,437187.79
WETHERBY ROAD,ROUNDHAY,20/11/2020 00:00:00,3/12/2020 0:00,434216.92,437034.8
PEPPER ROAD,HUNSLET,20/11/2020 00:00:00,23/11/2020 00:00:00,431594.44,430912.66
BACK LANE,BRAMLEY,20/11/2020 00:00:00,23/11/2020 00:00:00,424823.6,434419.84
MEANWOOD ROAD,MEANWOOD,20/11/2020 00:00:00,27/11/2020 00:00:00,428632.14,436871.14
MEANWOOD ROAD,MEANWOOD,20/11/2020 00:00:00,8/12/2020 0:00,429427.91,436004.66
NOWELL MOUNT,HAREHILLS,20/11/2020 00:00:00,25/11/2020 00:00:00,432871.74,434297.51
NOWELL PARADE,HAREHILLS,20/11/2020 00:00:00,25/11/2020 00:00:00,432744.54,434408.32
NOWELL AVENUE,HAREHILLS,20/11/2020 00:00:00,25/11/2020 00:00:00,432776.97,434396.84
NOWELL AVENUE,HAREHILLS,20/11/2020 00:00:00,25/11/2020 00:00:00,432703.15,434332.28
NOWELL AVENUE,HAREHILLS,20/11/2020 00:00:00,25/11/2020 00:00:00,432717.44,434344.19
NOWELL GROVE,HAREHILLS,20/11/2020 00:00:00,25/11/2020 00:00:00,432724.95,434313.4
CLIFTON AVENUE,BURMANTOFTS,20/11/2020 00:00:00,25/11/2020 00:00:00,432404.13,434428.93
SOMERSET ROAD,PUDSEY,20/11/2020 00:00:00,23/11/2020 00:00:00,422164.81,433606.82
FALKLAND MOUNT,MOORTOWN,20/11/2020 00:00:00,27/11/2020 00:00:00,430438.41,438156.6
NOWELL PLACE,HAREHILLS,20/11/2020 00:00:00,25/11/2020 00:00:00,432790.11,434276.6
NOWELL PLACE,HAREHILLS,20/11/2020 00:00:00,25/11/2020 00:00:00,432841.71,434320.25
FARNDALE SQUARE,SWARCLIFFE,20/11/2020 00:00:00,25/11/2020 00:00:00,436379.77,436352.56
TROYDALE LANE,PUDSEY,20/11/2020 00:00:00,24/11/2020 00:00:00,424037.65,431981.2
CHAPELTOWN ROAD,CHAPELTOWN,20/11/2020 00:00:00,25/11/2020 00:00:00,430771.37,435233.1
SAVILE ROAD,CHAPELTOWN,20/11/2020 00:00:00,8/12/2020 0:00,430760.18,435406.93
ROYSTON HILL,EAST ARDSLEY,19/11/2020 00:00:00,20/11/2020 00:00:00,430692.46,424450.6
ROYSTON HILL,EAST ARDSLEY,19/11/2020 00:00:00,20/11/2020 00:00:00,430728.65,424395.63
POOL BANK NEW ROAD,POOL IN WHARFEDALE,19/11/2020 00:00:00,30/11/2020 00:00:00,424151.28,444022.43
HOLT AVENUE,ADEL,19/11/2020 00:00:00,26/11/2020 00:00:00,427221.01,440084.82
HUNSLET DISTRIBUTOR ROAD,LEEDS,19/11/2020 00:00:00,20/11/2020 00:00:00,431433.57,432406.63
ELLAND ROAD,CHURWELL,19/11/2020 00:00:00,25/11/2020 00:00:00,427142.53,429479.12
KENDAL LANE,WOODHOUSE,19/11/2020 00:00:00,24/11/2020 00:00:00,429238.22,434125.08
SPRINGBANK RISE,FARSLEY,18/11/2020 00:00:00,23/11/2020 00:00:00,422068.01,435417.71
ROYSTON HILL,EAST ARDSLEY,18/11/2020 00:00:00,19/11/2020 00:00:00,430737.35,424380.89
DALESIDE ROAD,PUDSEY,18/11/2020 00:00:00,23/11/2020 00:00:00,420081.7,433445.42
RAMPART ROAD,WOODHOUSE,18/11/2020 00:00:00,19/11/2020 00:00:00,429219.63,435407.59
BROADWAY,HORSFORTH,17/11/2020 00:00:00,19/11/2020 00:00:00,423401.62,437636.96
INGLE CRESCENT,MORLEY,17/11/2020 00:00:00,3/12/2020 0:00,426055.79,428511.6
BRADFORD ROAD,STANNINGLEY,17/11/2020 00:00:00,18/11/2020 00:00:00,421661.29,434390.71
ST MICHAELS ROAD,HEADINGLEY,17/11/2020 00:00:00,20/11/2020 00:00:00,427972.22,435979.22
CLEAVESTY LANE,EAST KESWICK,17/11/2020 00:00:00,22/1/2021 00:00:00,435750.74,445148.53
BEECHROYD,PUDSEY,17/11/2020 00:00:00,20/11/2020 00:00:00,422096,432947
BRITANNIA ROAD,MORLEY,16/11/2020 00:00:00,17/11/2020 00:00:00,426718.2,426697.47
THE LOCKS,WOODLESFORD,16/11/2020 00:00:00,17/11/2020 00:00:00,436610.47,429427.01
BACK COPPICE WOOD GROVE,GUISELEY,16/11/2020 00:00:00,25/11/2020 00:00:00,420127.39,441893.49
BACK COPPICE WOOD GROVE,GUISELEY,16/11/2020 00:00:00,25/11/2020 00:00:00,420127.39,441893.49
OXLEY STREET,RICHMOND HILL,16/11/2020 00:00:00,19/11/2020 00:00:00,431793.03,433079.3
OXLEY STREET,RICHMOND HILL,16/11/2020 00:00:00,19/11/2020 00:00:00,431799.76,433074.54
SPRINGBANK ROAD,FARSLEY,16/11/2020 00:00:00,17/11/2020 00:00:00,422069.05,435220.31
SPRINGBANK ROAD,FARSLEY,16/11/2020 00:00:00,20/11/2020 00:00:00,422094,435204
STANNINGLEY ROAD,LEEDS,16/11/2020 00:00:00,20/11/2020 00:00:00,425367.98,434298.11
HIGHFIELD PLACE,ALLERTON BYWATER,15/11/2020 00:00:00,18/11/2020 00:00:00,441017.86,428492.72
PEEL STREET,MORLEY,15/11/2020 00:00:00,26/11/2020 00:00:00,426624.9,427716.4
BAYTON LANE,HORSFORTH,14/11/2020 00:00:00,30/11/2020 00:00:00,421718.9,440800.8
SILK MILL ROAD,COOKRIDGE,14/11/2020 00:00:00,19/11/2020 00:00:00,424830.27,438849.81
APPERLEY LANE,RAWDON,14/11/2020 00:00:00,19/11/2020 00:00:00,420363.44,439971.16
APPERLEY LANE,RAWDON,14/11/2020 00:00:00,24/11/2020 00:00:00,420363.44,439971.16
QUEENSWOOD DRIVE,HEADINGLEY,14/11/2020 00:00:00,20/11/2020 00:00:00,426830.89,436045.72
FALKLAND RISE,MOORTOWN,13/11/2020 00:00:00,17/11/2020 00:00:00,430490.84,438245.74
YORK ROAD,BURMANTOFTS,13/11/2020 00:00:00,19/11/2020 00:00:00,431378.73,433658.34
ARTHINGTON ROAD,ADEL,13/11/2020 00:00:00,30/11/2020 00:00:00,427494.89,441959.97
LOWRY ROAD,WEST ARDSLEY,13/11/2020 00:00:00,24/11/2020 00:00:00,428303.84,425929.76
LEEDS ROAD,LOFTHOUSE,13/11/2020 00:00:00,24/11/2020 00:00:00,432550,426887
BURLEY STREET,BURLEY,13/11/2020 00:00:00,20/11/2020 00:00:00,428894.8,433899.26
ARTHINGTON ROAD,ADEL,12/11/2020 0:00,19/11/2020 00:00:00,427493.64,441960.87
IVY ROAD,CROSS GREEN,12/11/2020 0:00,16/11/2020 00:00:00,432525.08,433536.97
ASH TERRACE,HEADINGLEY,12/11/2020 0:00,13/11/2020 00:00:00,427720.23,436236.65
VICTORIA ROAD,HYDE PARK,12/11/2020 0:00,13/11/2020 00:00:00,428457.56,435452.8
MOORLAND DRIVE,MOORTOWN,12/11/2020 0:00,17/11/2020 00:00:00,430572.37,438412.74
QUEENSWOOD DRIVE,HEADINGLEY,12/11/2020 0:00,13/11/2020 00:00:00,426712.82,436149.22
SISSONS ROAD,MIDDLETON,12/11/2020 0:00,13/11/2020 00:00:00,429737.87,427125.8
WELLSTONE RISE,SWINNOW,12/11/2020 0:00,25/11/2020 00:00:00,423782,433950
DEWSBURY ROAD,HUNSLET,12/11/2020 0:00,13/11/2020 00:00:00,430116,431545
MOOR ROAD,BRAMHOPE,12/11/2020 0:00,17/11/2020 00:00:00,424819.51,443253.99
HESSLE TERRACE,HYDE PARK,11/11/2020 0:00,13/11/2020 00:00:00,428286.69,435201.75
ROSEDALE RISE,BOSTON SPA,11/11/2020 0:00,13/11/2020 00:00:00,442464.21,445347.65
LAYTON LANE,RAWDON,11/11/2020 0:00,30/11/2020 00:00:00,422232.11,439108.18
SANDGATE DRIVE,KIPPAX,11/11/2020 0:00,13/11/2020 00:00:00,442195,430592
PINFOLD HILL,HALTON,11/11/2020 0:00,17/11/2020 00:00:00,435759.81,433539.35
HUDSON WAY,WETHERBY,10/11/2020 0:00,11/11/2020 0:00,440918.07,449361.61
APPERLEY LANE,RAWDON,10/11/2020 0:00,17/11/2020 00:00:00,420348.03,439797.46
KNOTT LANE,RAWDON,10/11/2020 0:00,17/11/2020 00:00:00,422094.81,438568.56
DICKINSON STREET,HORSFORTH,10/11/2020 0:00,19/11/2020 00:00:00,424202.16,438854.51
BRANDER STREET,GIPTON,10/11/2020 0:00,12/11/2020 0:00,433625.8,434532.86
HOLT ROAD,ADEL,10/11/2020 0:00,13/11/2020 00:00:00,426013,440055
MUDDY LANE,LINTON,10/11/2020 0:00,16/11/2020 00:00:00,438973.72,446994.8
SANDERSON LANE,ROTHWELL,10/11/2020 0:00,11/11/2020 0:00,435478.62,426446.65
SANDERSON LANE,ROTHWELL,10/11/2020 0:00,11/11/2020 0:00,435530.21,426381.82
MOOR ROAD,HUNSLET,10/11/2020 0:00,11/11/2020 0:00,430685,430809
DEWSBURY ROAD,HUNSLET,10/11/2020 0:00,11/11/2020 0:00,429280,430122
GROVEHALL DRIVE,BEESTON,10/11/2020 0:00,11/11/2020 0:00,429102,429998
SPRING VALLEY CRESCENT,BRAMLEY,9/11/2020 0:00,20/11/2020 00:00:00,424152,434077
RING ROAD BRAMLEY TO SPRING VALLEY CRESCENT,BRAMLEY,9/11/2020 0:00,23/11/2020 00:00:00,424379.13,433986.29
MILNERS ROAD,YEADON,9/11/2020 0:00,11/11/2020 0:00,419645.3,441144.11
RING ROAD MIDDLETON,MIDDLETON,9/11/2020 0:00,11/11/2020 0:00,430779.19,428170.7
NORMAN TOWERS ACCESS ROAD,WEST PARK,9/11/2020 0:00,10/11/2020 0:00,426059.66,437030.68
SANDRINGHAM DRIVE,ALWOODLEY,9/11/2020 0:00,17/11/2020 00:00:00,430931.21,439472.84
RECREATION MOUNT,HOLBECK,9/11/2020 0:00,11/11/2020 0:00,429010.75,431941.75
RECREATION MOUNT,HOLBECK,9/11/2020 0:00,11/11/2020 0:00,428986.81,431949.96
RECREATION STREET,HOLBECK,9/11/2020 0:00,11/11/2020 0:00,429133.91,431926.38
DIB LANE,ROUNDHAY,9/11/2020 0:00,11/11/2020 0:00,433786.29,436328.03
PRIMLEY PARK GROVE,ALWOODLEY,8/11/2020 0:00,12/11/2020 0:00,430406,440033
SPRING WOOD CRESCENT,BRAMHOPE,8/11/2020 0:00,,426042.13,442703.83
PRIMLEY PARK CRESCENT,ALWOODLEY,7/11/2020 0:00,10/11/2020 0:00,430652.99,439638.48
THE POPLARS,HEADINGLEY,7/11/2020 0:00,9/11/2020 0:00,428418.49,435890.3
TROYDALE LANE,PUDSEY,7/11/2020 0:00,9/11/2020 0:00,424041.46,431981.79
TROYDALE LANE,PUDSEY,7/11/2020 0:00,9/11/2020 0:00,424045.26,431950.02
ABERFORD ROAD,GARFORTH,7/11/2020 0:00,13/11/2020 00:00:00,440920.94,433566.81
CANAL STREET,ARMLEY,6/11/2020 0:00,9/11/2020 0:00,428692.47,433180.02
LOW ROAD,HUNSLET,6/11/2020 0:00,9/11/2020 0:00,431325.72,431697.07
SCOTLAND LANE,HORSFORTH,6/11/2020 0:00,10/11/2020 0:00,423783.57,439609.07
MANOR FARM WAY,MIDDLETON,6/11/2020 0:00,9/11/2020 0:00,430598.38,428516.74
THE TURNWAYS,HEADINGLEY,5/11/2020 0:00,6/11/2020 0:00,427344.64,435704.07
COLDCOTES AVENUE,HAREHILLS,5/11/2020 0:00,18/11/2020 00:00:00,432876,434924
STANNINGLEY BYPASS,STANNINGLEY,5/11/2020 0:00,6/11/2020 0:00,424414.44,433976.41
WETHERBY ROAD,ROUNDHAY,5/11/2020 0:00,6/11/2020 0:00,432924.93,437036.49
SIDE COPSE,OTLEY,5/11/2020 0:00,6/11/2020 0:00,420680,445575
RING ROAD BRAMLEY TO SPRING VALLEY CRESCENT,BRAMLEY,5/11/2020 0:00,6/11/2020 0:00,424296.62,433996.82
SANDHILLS,THORNER,5/11/2020 0:00,17/11/2020 00:00:00,437390.08,439585.62
PONTEFRACT ROAD,STOURTON,4/11/2020 0:00,5/11/2020 0:00,433014.38,430154.94
ST HELENS LANE,ADEL,4/11/2020 0:00,24/11/2020 00:00:00,427202.78,439278.01
SWINNOW GREEN,PUDSEY,4/11/2020 0:00,9/11/2020 0:00,423000.69,433939.64
BROADGATE LANE,HORSFORTH,4/11/2020 0:00,26/11/2020 00:00:00,424449,438124
SISSONS STREET,MIDDLETON,4/11/2020 0:00,17/11/2020 00:00:00,429842.78,427770.69
SISSONS STREET,MIDDLETON,4/11/2020 0:00,24/11/2020 00:00:00,429842.78,427770.69
WHINMOOR CRESCENT,WHINMOOR,4/11/2020 0:00,10/11/2020 0:00,435195.99,438036.54
WHINMOOR COURT,WHINMOOR,4/11/2020 0:00,10/11/2020 0:00,435046.16,438201.73
LEEDS ROAD TO PONTEFRACT ROAD LINK,STOURTON,4/11/2020 0:00,5/11/2020 0:00,433627.91,429704.82
LOW ROAD,HUNSLET,3/11/2020 0:00,4/11/2020 0:00,431407.8,431622.78
HUNSLET ROAD,HUNSLET,3/11/2020 0:00,4/11/2020 0:00,430760.75,432410.59
