STREET,LOCALITY,RECD_DATE,COMP_DATE,EASTING,NORTHING
SOUTHLEIGH ROAD,BEESTON,3/11/2020 0:00,17/11/2020 00:00:00,429264,429652
SOUTHLEIGH ROAD,BEESTON,3/11/2020 0:00,17/11/2020 00:00:00,429307,429655
OTLEY ROAD,GUISELEY,3/11/2020 0:00,6/11/2020 0:00,418160,442457
ISABELLA ROAD,GARFORTH,3/11/2020 0:00,13/11/2020 00:00:00,441609.2,433938.74
ROYDS CLOSE,LOWER WORTLEY,2/11/2020 0:00,3/11/2020 0:00,427137.01,431726.44
INNER RING ROAD,LEEDS,2/11/2020 0:00,3/11/2020 0:00,430435.98,433957.15
CRESKELD LANE,BRAMHOPE,2/11/2020 0:00,4/11/2020 0:00,426126.68,444484.1
BAYSWATER PLACE,HAREHILLS,2/11/2020 0:00,4/11/2020 0:00,431691.27,435023.31
BURLEY WOOD MOUNT,BURLEY,2/11/2020 0:00,13/11/2020 00:00:00,426932.65,435099.08
BRIDGE FOOT,THORP ARCH,2/11/2020 0:00,4/11/2020 0:00,443246.82,445810.35
BRADFORD ROAD,STANNINGLEY,1/11/2020 0:00,5/11/2020 0:00,421997.23,434366.19
COOKRIDGE LANE,COOKRIDGE,1/11/2020 0:00,6/11/2020 0:00,424859.49,441856.83
COOKRIDGE LANE,COOKRIDGE,1/11/2020 0:00,19/11/2020 00:00:00,424853.33,441874.46
TRAFALGAR STREET,SHEEPSCAR,1/11/2020 0:00,3/11/2020 0:00,430620.84,433937.87
GRANT AVENUE,SHEEPSCAR,31/10/2020 00:00:00,10/11/2020 0:00,431215.71,434814.75
STANNINGLEY BYPASS,STANNINGLEY,31/10/2020 00:00:00,2/11/2020 0:00,422130.93,433907.1
SANDERSON LANE,ROTHWELL,31/10/2020 00:00:00,4/11/2020 0:00,435479.94,426420.19
ASHFIELD WAY,FARNLEY,31/10/2020 00:00:00,3/11/2020 0:00,425725.65,431608.87
WHITEHOUSE LANE,YEADON,30/10/2020 00:00:00,4/11/2020 0:00,422651.17,441635.26
MERTON CLOSE,KIPPAX,30/10/2020 00:00:00,3/11/2020 0:00,442349.1,430829.52
DEWSBURY ROAD,TINGLEY,30/10/2020 00:00:00,4/11/2020 0:00,427856.86,426076.82
BINGLEY ROAD,HAWKSWORTH,30/10/2020 00:00:00,20/11/2020 00:00:00,414676.86,442810.07
ELLAND ROAD,CHURWELL,29/10/2020 00:00:00,30/10/2020 00:00:00,427101.42,429454.61
BRADFORD ROAD,OTLEY,29/10/2020 00:00:00,2/11/2020 0:00,417797.95,444508.77
BACK BARLEYHILL ROAD,GARFORTH,29/10/2020 00:00:00,6/11/2020 0:00,440237.72,433094.45
SOUTHLEIGH ROAD,BEESTON,29/10/2020 00:00:00,13/11/2020 00:00:00,429276,429690
RING ROAD WEST PARK,WEST PARK,28/10/2020 00:00:00,6/11/2020 0:00,426419.15,438034.85
QUEENSWOOD DRIVE,HEADINGLEY,28/10/2020 00:00:00,13/11/2020 00:00:00,426920.85,435949.93
QUEENSWOOD DRIVE,HEADINGLEY,28/10/2020 00:00:00,13/11/2020 00:00:00,426920.85,435949.93
WOODHALL LANE,PUDSEY,28/10/2020 00:00:00,16/11/2020 00:00:00,420144.67,435146.08
MILLSHAW PARK DRIVE,BEESTON,27/10/2020 00:00:00,28/10/2020 00:00:00,427928.23,430101.29
HEADINGLEY MOUNT,HEADINGLEY,27/10/2020 00:00:00,28/10/2020 00:00:00,427512.27,435885.13
SANDERSON LANE,ROTHWELL,27/10/2020 00:00:00,28/10/2020 00:00:00,435475.68,426458.94
LEEDS ROAD,KIPPAX,27/10/2020 00:00:00,30/10/2020 00:00:00,441582.47,430427.03
HUNSLET ROAD,HUNSLET,26/10/2020 00:00:00,27/10/2020 00:00:00,430384.92,432990.24
WELLSTONE RISE,SWINNOW,26/10/2020 00:00:00,12/11/2020 0:00,423782,433950
RAWDON DRIVE,RAWDON,26/10/2020 00:00:00,28/10/2020 00:00:00,420984.05,439386.04
MILNERS ROAD,YEADON,26/10/2020 00:00:00,28/10/2020 00:00:00,419637.1,441141.38
RUSKIN CRESCENT,GUISELEY,26/10/2020 00:00:00,23/11/2020 00:00:00,419671.34,441997.77
WASHINGTON PLACE,SWINNOW,25/10/2020 00:00:00,28/10/2020 00:00:00,423165.91,433645.24
LINGWELL GATE LANE,LOFTHOUSE,25/10/2020 00:00:00,26/10/2020 00:00:00,431868.28,425569.36
THE ACRES,ALWOODLEY,24/10/2020 00:00:00,29/10/2020 00:00:00,428915.52,440169.38
APPLE TREE CLOSE,EAST ARDSLEY,24/10/2020 00:00:00,29/10/2020 00:00:00,430306.7,425500.79
MEANWOOD ROAD,MEANWOOD,23/10/2020 00:00:00,28/10/2020 00:00:00,429442.23,435995.43
KIRKFIELD LANE,THORNER,23/10/2020 00:00:00,27/10/2020 00:00:00,438350.87,440495.16
NABURN VIEW,WHINMOOR,23/10/2020 00:00:00,27/10/2020 00:00:00,435993.13,437147.1
RING ROAD LOWER WORTLEY,LOWER WORTLEY,23/10/2020 00:00:00,26/10/2020 00:00:00,427165.37,431580.15
WESTBOURNE DRIVE,GARFORTH,23/10/2020 00:00:00,27/10/2020 00:00:00,439789,432828
COLDCOTES DRIVE,GIPTON,23/10/2020 00:00:00,8/12/2020 0:00,433630.06,434955.01
AIRE ROAD,WETHERBY,23/10/2020 00:00:00,28/10/2020 00:00:00,440095,449636
COLDCOTES CIRCUS,GIPTON,23/10/2020 00:00:00,28/10/2020 00:00:00,433382.68,434878.28
COLDCOTES CRESCENT,GIPTON,23/10/2020 00:00:00,28/10/2020 00:00:00,433583.43,434793.15
SOUTH FARM ROAD,GIPTON,23/10/2020 00:00:00,28/10/2020 00:00:00,433454.1,434803.23
BRANDER STREET,GIPTON,23/10/2020 00:00:00,27/10/2020 00:00:00,433585.85,434606.67
BRANDER STREET,GIPTON,23/10/2020 00:00:00,28/10/2020 00:00:00,433610.19,434559.58
HARLEY GREEN,SWINNOW,23/10/2020 00:00:00,28/10/2020 00:00:00,423278.24,433697.03
BLACK HILL ROAD,ARTHINGTON,22/10/2020 00:00:00,6/11/2020 0:00,426967.98,443719.13
COOKRIDGE LANE,COOKRIDGE,22/10/2020 00:00:00,27/10/2020 00:00:00,424843.28,441789.56
WESTGATE LANE,LOFTHOUSE,21/10/2020 00:00:00,27/10/2020 00:00:00,433040.58,425582.78
KING LANE,MOORTOWN,21/10/2020 00:00:00,26/10/2020 00:00:00,428991,439846
KING LANE,MOORTOWN,21/10/2020 00:00:00,26/10/2020 00:00:00,428991,439846
KING LANE,MOORTOWN,21/10/2020 00:00:00,26/10/2020 00:00:00,428991,439846
KING LANE,MOORTOWN,21/10/2020 00:00:00,26/10/2020 00:00:00,428991,439846
ROYDS FARM ROAD,BEESTON,21/10/2020 00:00:00,27/10/2020 00:00:00,427347.63,430966.36
ROYDS FARM ROAD,BEESTON,21/10/2020 00:00:00,22/10/2020 00:00:00,427347.63,430966.36
RING ROAD LOWER WORTLEY,LOWER WORTLEY,21/10/2020 00:00:00,22/10/2020 00:00:00,425894.15,432301.83
DEWSBURY ROAD,HUNSLET,21/10/2020 00:00:00,22/10/2020 00:00:00,429926,430881
ROYDS LANE,ROTHWELL,21/10/2020 00:00:00,22/10/2020 00:00:00,435121.28,427710.27
CHARTISTS WAY,MORLEY,21/10/2020 00:00:00,21/10/2020 00:00:00,426289.73,427318.97
BANKSFIELD RISE,YEADON,21/10/2020 00:00:00,23/10/2020 00:00:00,420535.54,441690.59
BEECH AVENUE,HORSFORTH,21/10/2020 00:00:00,23/10/2020 00:00:00,424255.56,437376.94
PRINCE HENRY ROAD,OTLEY,20/10/2020 00:00:00,23/10/2020 00:00:00,420274.56,446524.44
DEWSBURY ROAD,HUNSLET,20/10/2020 00:00:00,21/10/2020 00:00:00,428534,429244
NANSEN MOUNT,BRAMLEY,19/10/2020 00:00:00,19/10/2020 00:00:00,424020.76,434628.6
BACK HUME ROAD,ARMLEY,18/10/2020 00:00:00,19/10/2020 00:00:00,426677.81,433780.37
BRADFORD ROAD,OTLEY,18/10/2020 00:00:00,20/10/2020 00:00:00,417823.59,444519.59
OTLEY ROAD,GUISELEY,18/10/2020 00:00:00,20/10/2020 00:00:00,418865.24,442051.44
MILNERS ROAD,YEADON,17/10/2020 00:00:00,20/10/2020 00:00:00,419659.31,441166.11
BEECH LEES,FARSLEY,17/10/2020 00:00:00,19/10/2020 00:00:00,421561.2,435663.92
CHAPELTOWN ROAD,CHAPELTOWN,17/10/2020 00:00:00,27/10/2020 00:00:00,430948.37,435829.05
WHITELEY CROFT ROAD,OTLEY,16/10/2020 00:00:00,26/10/2020 00:00:00,420006.72,445147.26
ST JOHNS AVENUE,THORNER,16/10/2020 00:00:00,26/10/2020 00:00:00,437630.76,440017.31
BUTT LANE,FARNLEY,16/10/2020 00:00:00,19/10/2020 00:00:00,424995.63,432512.17
BUTT LANE,FARNLEY,16/10/2020 00:00:00,19/10/2020 00:00:00,424987.9,432993.52
WYNMORE CRESCENT,BRAMHOPE,16/10/2020 00:00:00,20/10/2020 00:00:00,425684.08,442681.76
SOMERSET ROAD,PUDSEY,15/10/2020 00:00:00,19/10/2020 00:00:00,422131.78,433605.32
MARKET PLACE,OTLEY,15/10/2020 00:00:00,19/10/2020 00:00:00,420190.56,445545.1
MARKET PLACE,OTLEY,15/10/2020 00:00:00,19/10/2020 00:00:00,420201.57,445546.32
MARKET PLACE,OTLEY,15/10/2020 00:00:00,19/10/2020 00:00:00,420214.1,445545.55
HAWTHORN DRIVE,YEADON,15/10/2020 00:00:00,19/10/2020 00:00:00,421027.52,441594.29
WINDMILL ROAD,BELLE ISLE,15/10/2020 00:00:00,21/10/2020 00:00:00,431133.64,429664.54
BENSON GARDENS,WORTLEY,15/10/2020 00:00:00,19/10/2020 00:00:00,427048.88,432630.15
WYNMORE AVENUE,BRAMHOPE,15/10/2020 00:00:00,19/10/2020 00:00:00,425618,442798
BUCKSTONE GARDENS,MOORTOWN,14/10/2020 00:00:00,16/10/2020 00:00:00,429076.39,439806.59
EBOR MOUNT,HYDE PARK,14/10/2020 00:00:00,19/10/2020 00:00:00,428564,434961
CARR ROAD,CALVERLEY,14/10/2020 00:00:00,20/10/2020 00:00:00,419795.16,437033.89
SUMMERFIELD DRIVE,BRAMLEY,13/10/2020 00:00:00,15/10/2020 00:00:00,423280.53,435594.12
CHURCH LANE,ADEL,13/10/2020 00:00:00,15/10/2020 00:00:00,427509.63,440653.56
WOOD LANE,HEADINGLEY,13/10/2020 00:00:00,15/10/2020 00:00:00,428160.46,436253.59
WOOD LANE,HEADINGLEY,13/10/2020 00:00:00,20/10/2020 00:00:00,428220.3,436256.84
CRANMORE ROAD,MIDDLETON,13/10/2020 00:00:00,21/10/2020 00:00:00,431482.42,428312.64
DUNROBIN AVENUE,GARFORTH,13/10/2020 00:00:00,16/10/2020 00:00:00,441709,433510
TROYDALE LANE,PUDSEY,12/10/2020 0:00,15/10/2020 00:00:00,423983.16,432360.69
TROYDALE LANE,PUDSEY,12/10/2020 0:00,15/10/2020 00:00:00,423978.14,432149.53
HAWTHORN DRIVE,YEADON,12/10/2020 0:00,14/10/2020 00:00:00,421263.35,441590.71
RING ROAD BRAMLEY TO SPRING VALLEY CRESCENT,BRAMLEY,12/10/2020 0:00,13/10/2020 00:00:00,424205.1,434017.49
RED HALL LANE,SHADWELL,11/10/2020 0:00,15/10/2020 00:00:00,435159.11,438382.09
CATHCART STREET,WOODHOUSE,11/10/2020 0:00,13/10/2020 00:00:00,429231.8,435299.33
ST MARKS STREET,WOODHOUSE,11/10/2020 0:00,20/10/2020 00:00:00,429404.87,434980.08
LATCHMERE CROSS,WEST PARK,10/10/2020 0:00,15/10/2020 00:00:00,425771.81,437921.26
BEECH WALK,GIPTON,10/10/2020 0:00,14/10/2020 00:00:00,433598.95,435036.56
MANOR PARK AVENUE,ALLERTON BYWATER,10/10/2020 0:00,14/10/2020 00:00:00,441526.76,428074.2
BRAMHAMS YARD,KIPPAX,9/10/2020 0:00,14/10/2020 00:00:00,441889.32,430126.55
ELLAND ROAD,CHURWELL,9/10/2020 0:00,15/10/2020 00:00:00,427121.75,429464.33
WOODHALL COURT,CALVERLEY,9/10/2020 0:00,15/10/2020 00:00:00,420426.56,436505.03
BRAMHAM ROAD,THORNER,9/10/2020 0:00,14/10/2020 00:00:00,438233.18,440667.01
ADEL PARK GARDENS,ADEL,9/10/2020 0:00,13/10/2020 00:00:00,427384.18,439048.05
KINGSWOOD CRESCENT,MOOR ALLERTON,9/10/2020 0:00,6/11/2020 0:00,431735.71,439085.2
MILL POND SQUARE,MEANWOOD,8/10/2020 0:00,12/10/2020 0:00,428428,437042
DENNISTEAD CRESCENT,HEADINGLEY,8/10/2020 0:00,13/10/2020 00:00:00,427779.16,436309.24
CHANDOS AVENUE,GLEDHOW,8/10/2020 0:00,13/10/2020 00:00:00,431259.25,437779.96
BRADFORD ROAD,TINGLEY,8/10/2020 0:00,9/10/2020 0:00,427810.07,426241.88
ABBEY STREET,WOODHOUSE,8/10/2020 0:00,13/10/2020 00:00:00,428877.3,433794.66
MOORVILLE ROAD,BEESTON,8/10/2020 0:00,15/10/2020 00:00:00,429744.17,431854
MIDDLETON ROAD,BELLE ISLE,8/10/2020 0:00,13/10/2020 00:00:00,431471.42,430363.95
BRAMHAMS YARD,KIPPAX,7/10/2020 0:00,13/10/2020 00:00:00,441882.59,430117.07
ELLAND ROAD,CHURWELL,7/10/2020 0:00,8/10/2020 0:00,427126.27,429469.77
RAILWAY STREET,RICHMOND HILL,7/10/2020 0:00,13/10/2020 00:00:00,431203.07,433450.22
STRICKLAND AVENUE,SHADWELL,7/10/2020 0:00,13/10/2020 00:00:00,434997.5,439796.53
WATTLESYKE,COLLINGHAM,7/10/2020 0:00,9/10/2020 0:00,440191.78,445925.05
BARTON ROAD,BEESTON,7/10/2020 0:00,13/10/2020 00:00:00,429205.59,431614.28
PEREGRINE AVENUE,MORLEY,7/10/2020 0:00,8/10/2020 0:00,427589.55,427862.42
KNOTT LANE,RAWDON,6/10/2020 0:00,8/10/2020 0:00,422081.12,438512.07
KNOTT LANE,RAWDON,6/10/2020 0:00,8/10/2020 0:00,422088.6,438536.08
GLENSDALE GROVE,BURMANTOFTS,6/10/2020 0:00,8/10/2020 0:00,432010.74,433286.48
GLENSDALE ROAD,BURMANTOFTS,6/10/2020 0:00,8/10/2020 0:00,431950.27,433313.07
BRADFORD ROAD,TINGLEY,6/10/2020 0:00,7/10/2020 0:00,427817.61,426244.61
HOUGHLEY LANE,BRAMLEY,6/10/2020 0:00,8/10/2020 0:00,425478.37,434231.66
ALBERT ROAD,MORLEY,6/10/2020 0:00,8/10/2020 0:00,426919.49,428020.71
QUEENSWOOD ROAD,HEADINGLEY,5/10/2020 0:00,9/10/2020 0:00,426767.47,436302.64
WOODBRIDGE CRESCENT,HEADINGLEY,5/10/2020 0:00,9/10/2020 0:00,426273,436546
HILL TOP MOUNT,CHAPELTOWN,5/10/2020 0:00,13/10/2020 00:00:00,431829.96,435757.11
MONTAGU AVENUE,ROUNDHAY,5/10/2020 0:00,8/10/2020 0:00,433042.86,436158.67
TOWN STREET,ARMLEY,5/10/2020 0:00,6/10/2020 0:00,427036.27,433450.82
OLD ROAD,FARSLEY,5/10/2020 0:00,6/10/2020 0:00,421592.87,434830.03
WATTLESYKE,COLLINGHAM,5/10/2020 0:00,8/10/2020 0:00,439632.42,446056.45
SANDLEAS WAY,MANSTON,5/10/2020 0:00,8/10/2020 0:00,437569.06,434836.75
NEW ROAD,YEADON,5/10/2020 0:00,2/11/2020 0:00,419890.74,441100.01
BRUNTCLIFFE LANE,MORLEY,5/10/2020 0:00,13/10/2020 00:00:00,425410.59,427856.55
HALTON MOOR AVENUE,HALTON,4/10/2020 0:00,14/10/2020 00:00:00,433602.75,433155.07
COACH ROAD,GUISELEY,4/10/2020 0:00,6/10/2020 0:00,418797.82,441538.99
APPLE TREE CLOSE,EAST ARDSLEY,4/10/2020 0:00,9/10/2020 0:00,430342.26,425532.17
PLANTATION GARDENS,ALWOODLEY,4/10/2020 0:00,6/10/2020 0:00,432637.42,440160.03
HEADINGLEY MOUNT,HEADINGLEY,4/10/2020 0:00,5/10/2020 0:00,427515.77,435881.39
RING ROAD LOWER WORTLEY,LOWER WORTLEY,3/10/2020 0:00,5/10/2020 0:00,427211.45,431560.53
NORTH LANE,ROUNDHAY,2/10/2020 0:00,7/10/2020 0:00,433618.64,436750.83
WEST VILLA ROAD,GUISELEY,1/10/2020 0:00,26/10/2020 00:00:00,419131.16,442307.67
WHINBROOK GARDENS,MOORTOWN,1/10/2020 0:00,5/10/2020 0:00,430280.52,438154.52
RING ROAD LOWER WORTLEY,LOWER WORTLEY,1/10/2020 0:00,2/10/2020 0:00,427161.09,431583.12
LODGE LANE,WETHERBY,1/10/2020 0:00,5/10/2020 0:00,440384.69,447952.31
SELBY ROAD,AUSTHORPE,1/10/2020 0:00,5/10/2020 0:00,439315.75,432426.72
THORNER LANE,THORNER,30/9/2020 00:00:00,8/10/2020 0:00,437042.96,438084.17
HAMILTON TERRACE,CHAPELTOWN,30/9/2020 00:00:00,2/10/2020 0:00,431261.07,435579.06
HAMILTON VIEW,CHAPELTOWN,30/9/2020 00:00:00,2/10/2020 0:00,431266.07,435673.8
HAMILTON VIEW,CHAPELTOWN,30/9/2020 00:00:00,6/10/2020 0:00,431254.43,435677.44
CLIFFORD MOOR ROAD,CLIFFORD,30/9/2020 00:00:00,8/10/2020 0:00,442183.56,445069.73
BAYTON LANE,HORSFORTH,30/9/2020 00:00:00,5/10/2020 0:00,422728.12,439833.93
MANOR STREET,OTLEY,30/9/2020 00:00:00,6/10/2020 0:00,420308.67,445803.31
PASTURE ROAD,CHAPELTOWN,30/9/2020 00:00:00,2/10/2020 0:00,431449.74,435756.45
CLIFFE PARK RISE,WORTLEY,30/9/2020 00:00:00,2/10/2020 0:00,426016.06,432582.19
BRAYTON GREEN,SWARCLIFFE,30/9/2020 00:00:00,2/10/2020 0:00,436580.21,436242.94
MILLSHAW,BEESTON,30/9/2020 00:00:00,6/10/2020 0:00,428251.79,430249.63
WATER LANE,FARSLEY,30/9/2020 00:00:00,6/10/2020 0:00,421679.59,435222.2
CLARENDON ROAD,WOODHOUSE,30/9/2020 00:00:00,5/10/2020 0:00,429317.76,434023.18
CATHCART STREET,WOODHOUSE,30/9/2020 00:00:00,2/10/2020 0:00,429226.54,435306.58
BACK HYDE TERRACE,WOODHOUSE,29/9/2020 00:00:00,30/9/2020 00:00:00,429123.82,434206.49
HILLCREST RISE,COOKRIDGE,29/9/2020 00:00:00,9/10/2020 0:00,425148.22,439804.02
THORNER LANE,BRAMHAM,29/9/2020 00:00:00,5/10/2020 0:00,439194.01,442834.1
HOLME FARM LANE,BARDSEY,29/9/2020 00:00:00,5/10/2020 0:00,437840.63,443071.23
HILL TOP AVENUE,CHAPELTOWN,29/9/2020 00:00:00,1/10/2020 0:00,431722.89,435682.9
ATLANTA STREET,BRAMLEY,29/9/2020 00:00:00,30/9/2020 00:00:00,423273.89,434782
BRADFORD ROAD,STANNINGLEY,29/9/2020 00:00:00,30/9/2020 00:00:00,420906.69,434426.51
BLUE HILL LANE,WORTLEY,28/9/2020 00:00:00,2/10/2020 0:00,426207.61,432832.16
SPRINGWELL CLOSE,YEADON,28/9/2020 00:00:00,1/10/2020 0:00,421177.29,440906.53
ST CATHERINES GREEN,BRAMLEY,28/9/2020 00:00:00,2/10/2020 0:00,424939.12,435961.32
GROVEHALL ROAD,BEESTON,28/9/2020 00:00:00,2/10/2020 0:00,428975,430243
WESTBROOK LANE,HORSFORTH,28/9/2020 00:00:00,5/10/2020 0:00,423722.87,439044.92
HALL LANE,HORSFORTH,28/9/2020 00:00:00,2/10/2020 0:00,423186.27,438133.12
HALL LANE,HORSFORTH,28/9/2020 00:00:00,6/10/2020 0:00,423405.49,438097.01
SOUTHLANDS AVENUE,RAWDON,27/9/2020 00:00:00,29/9/2020 00:00:00,422069.51,438475.56
BRACKEN HILL,MOORTOWN,27/9/2020 00:00:00,29/9/2020 00:00:00,430250.98,438239.83
BACK NEWTON LANE,LEDSTON,27/9/2020 00:00:00,30/9/2020 00:00:00,442778,429684
LINGWELL GATE LANE,LOFTHOUSE,27/9/2020 00:00:00,28/9/2020 00:00:00,431879.02,425682.68
ST MATTHEWS STREET,HOLBECK,26/9/2020 00:00:00,28/9/2020 00:00:00,429108.87,432203.6
COMPTON LANE,COLLINGHAM,25/9/2020 00:00:00,8/10/2020 0:00,439027.67,444880.53
BANKSFIELD AVENUE,YEADON,25/9/2020 00:00:00,29/9/2020 00:00:00,420613,441618
SHELLDRAKE DRIVE,MIDDLETON,24/9/2020 00:00:00,29/9/2020 00:00:00,430715.53,428235.14
BROOKLANDS CRESCENT,SEACROFT,24/9/2020 00:00:00,30/9/2020 00:00:00,434346.43,435647.7
HOLBECK MOOR ROAD,HOLBECK,24/9/2020 00:00:00,1/10/2020 0:00,429421.73,432084.65
HOUGHLEY CLOSE,BRAMLEY,24/9/2020 00:00:00,1/10/2020 0:00,425381.26,434558.04
OAK ROAD,NEW WORTLEY,24/9/2020 00:00:00,2/10/2020 0:00,428208.16,433350.89
QUEENSHILL AVENUE,MOORTOWN,24/9/2020 00:00:00,28/9/2020 00:00:00,430205.69,439087.29
AVENUE E WEST,THORP ARCH ESTATE,23/9/2020 00:00:00,30/9/2020 00:00:00,444845,445743
CHAPELTOWN ROAD,CHAPELTOWN,23/9/2020 00:00:00,6/10/2020 0:00,430829.97,435396.25
FRANKLAND PLACE,CHAPELTOWN,23/9/2020 00:00:00,25/9/2020 00:00:00,431272.46,435232.38
FRANKLAND PLACE,CHAPELTOWN,23/9/2020 00:00:00,25/9/2020 00:00:00,431266.93,435197.81
FRANKLAND PLACE,CHAPELTOWN,23/9/2020 00:00:00,25/9/2020 00:00:00,431296.26,435374.27
LEOPOLD STREET,CHAPELTOWN,23/9/2020 00:00:00,25/9/2020 00:00:00,430825.77,435235.62
BARTON GROVE,BEESTON,23/9/2020 00:00:00,25/9/2020 00:00:00,429319.85,431610.46
HAMILTON AVENUE,CHAPELTOWN,23/9/2020 00:00:00,25/9/2020 00:00:00,431246.94,435547.03
HAMILTON AVENUE,CHAPELTOWN,23/9/2020 00:00:00,25/9/2020 00:00:00,431147.15,435563.03
HAMILTON AVENUE,CHAPELTOWN,23/9/2020 00:00:00,25/9/2020 00:00:00,431117.19,435567.46
HAMILTON AVENUE,CHAPELTOWN,23/9/2020 00:00:00,25/9/2020 00:00:00,431088.61,435573.28
HAMILTON AVENUE,CHAPELTOWN,23/9/2020 00:00:00,25/9/2020 00:00:00,431163.22,435560.84
FRANCIS STREET,CHAPELTOWN,23/9/2020 00:00:00,25/9/2020 00:00:00,431144.21,435389.53
HAMILTON PLACE,CHAPELTOWN,23/9/2020 00:00:00,25/9/2020 00:00:00,431133.99,435332.68
HAMILTON PLACE,CHAPELTOWN,23/9/2020 00:00:00,25/9/2020 00:00:00,431157.01,435472.91
HAMILTON PLACE,CHAPELTOWN,23/9/2020 00:00:00,25/9/2020 00:00:00,431167.34,435514.85
HAMILTON PLACE,CHAPELTOWN,23/9/2020 00:00:00,25/9/2020 00:00:00,431169.97,435557.87
HAMILTON PLACE,CHAPELTOWN,23/9/2020 00:00:00,25/9/2020 00:00:00,431138.71,435349.39
HAMILTON PLACE,CHAPELTOWN,23/9/2020 00:00:00,25/9/2020 00:00:00,431167.86,435548.59
THE AVENUE,SCHOLES,23/9/2020 00:00:00,5/10/2020 0:00,437942.76,437578.68
THE AVENUE,SCHOLES,23/9/2020 00:00:00,5/10/2020 0:00,437845.39,437574.37
RED HALL CROFT,WHINMOOR,23/9/2020 00:00:00,25/9/2020 00:00:00,435480.33,438001.01
MOOR GRANGE VIEW,WEST PARK,23/9/2020 00:00:00,24/9/2020 00:00:00,426128.32,437508.55
ARNCLIFFE CRESCENT,MORLEY,23/9/2020 00:00:00,29/9/2020 00:00:00,427159.12,426887.98
WOODACRE CRESCENT,BARDSEY,22/9/2020 00:00:00,30/9/2020 00:00:00,436500.64,443363.35
WOODACRE CRESCENT,BARDSEY,22/9/2020 00:00:00,5/10/2020 0:00,436500.64,443363.35
DOMESTIC STREET,HOLBECK,22/9/2020 00:00:00,2/10/2020 0:00,428850.47,432551.03
SAVILE ROAD,CHAPELTOWN,21/9/2020 00:00:00,23/9/2020 00:00:00,430647.71,435433.4
ROUNDHAY CRESCENT,CHAPELTOWN,21/9/2020 00:00:00,23/9/2020 00:00:00,431836.99,436144.63
NOOK GARDENS,SCHOLES,21/9/2020 00:00:00,23/9/2020 00:00:00,437893.17,437589.74
AINSTY ROAD,WETHERBY,21/9/2020 00:00:00,23/9/2020 00:00:00,440389.01,449268.46
RING ROAD MIDDLETON,MIDDLETON,21/9/2020 00:00:00,22/9/2020 00:00:00,431324.36,428551.32
RING ROAD MIDDLETON,MIDDLETON,21/9/2020 00:00:00,22/9/2020 00:00:00,431324.36,428551.32
CARR MANOR VIEW,MOORTOWN,19/9/2020 00:00:00,22/9/2020 00:00:00,430009.23,437941.73
SUNNYBANK LANE,THORNBURY,19/9/2020 00:00:00,22/9/2020 00:00:00,419739.61,434222.06
NEWLAITHES ROAD,HORSFORTH,19/9/2020 00:00:00,24/9/2020 00:00:00,423752.85,437062.95
SHARP LANE,ROBIN HOOD,19/9/2020 00:00:00,25/9/2020 00:00:00,431781.54,427729.85
SAVILE ROAD,CHAPELTOWN,19/9/2020 00:00:00,25/9/2020 00:00:00,430719.54,435414.85
SAVILE DRIVE,CHAPELTOWN,19/9/2020 00:00:00,25/9/2020 00:00:00,430616.21,435383.16
ALBANS CLOSE,BARDSEY,18/9/2020 00:00:00,22/9/2020 00:00:00,437252.35,444470.98
HIGHFIELD PLACE,ALLERTON BYWATER,18/9/2020 00:00:00,22/9/2020 00:00:00,441015.74,428483.32
ASH TREE GROVE,STANKS,18/9/2020 00:00:00,22/9/2020 00:00:00,436857.59,436021.82
CARR MANOR CRESCENT,MOORTOWN,18/9/2020 00:00:00,29/9/2020 00:00:00,429694.8,437813.92
COACH ROAD,NEW FARNLEY,17/9/2020 00:00:00,24/9/2020 00:00:00,425127.42,431180.15
THE GREEN,MOOR ALLERTON,17/9/2020 00:00:00,24/9/2020 00:00:00,431053.53,438547.18
LINGWELL AVENUE,MIDDLETON,17/9/2020 00:00:00,25/9/2020 00:00:00,430325.24,428399.05
ALMA ROAD,HEADINGLEY,17/9/2020 00:00:00,29/9/2020 00:00:00,427989.61,436379.85
LAKELAND CRESCENT,ALWOODLEY,17/9/2020 00:00:00,24/9/2020 00:00:00,429096.01,440880.79
CALVERLEY LANE,BRAMLEY,17/9/2020 00:00:00,18/9/2020 00:00:00,423257.87,435595.21
HARROGATE ROAD,LEEDS,16/9/2020 00:00:00,21/9/2020 00:00:00,430482.86,437166.4
LINDSEY ROAD,BURMANTOFTS,16/9/2020 00:00:00,18/9/2020 00:00:00,431326.17,434156.71
RED HALL APPROACH,WHINMOOR,16/9/2020 00:00:00,25/9/2020 00:00:00,435466.55,438185.28
PARKLAND CRESCENT,MEANWOOD,16/9/2020 00:00:00,21/9/2020 00:00:00,429315.4,438007.04
CARR MANOR CRESCENT,MOORTOWN,16/9/2020 00:00:00,21/9/2020 00:00:00,429682.2,437816.18
HOLMWOOD DRIVE,MEANWOOD,16/9/2020 00:00:00,21/9/2020 00:00:00,428425,437756
MOOR ALLERTON DRIVE,MOOR ALLERTON,15/9/2020 00:00:00,24/9/2020 00:00:00,431501.5,438550.62
DAISY HILL,MORLEY,15/9/2020 00:00:00,18/9/2020 00:00:00,427132.99,428485.49
